nameWithOwner,validFiles,invalidFiles,filesNotRead,filesNoMetrics
beetbox/beets,90.44117647058823,6.61764705882353,0.0,2.877697841726619
belluzj/fantasque-sans,0,0,0,0
benoitc/gunicorn,86.3905325443787,4.571428571428571,8.333333333333332,0.5988023952095809
bigchaindb/bigchaindb,86.56716417910447,0.6329113924050633,12.686567164179104,0.0
billryan/algorithm-exercise,88.88888888888889,0.0,11.11111111111111,0.0
binux/pyspider,89.02439024390245,6.097560975609756,4.705882352941177,0.0
bitcoinbook/bitcoinbook,33.33333333333333,66.66666666666666,0.0,0.0
blaze/blaze,95.97062165232916,0.0,2.16197400990099,1.9801980198019802
Blizzard/s2client-proto,75.0,12.5,12.5,0.0
boto/boto3,89.28571428571429,0.0,10.714285714285714,0.0
buildbot/buildbot,95.35183795948987,0.1281230506582619,3.838773164445871,0.6459948320413437
burnash/gspread,92.85714285714286,0.0,7.142857142857142,0.0
byt3bl33d3r/CrackMapExec,51.85185185185185,37.03703703703704,10.589700996677742,0.0
byt3bl33d3r/MITMf,50.86206896551724,42.911877394636015,7.549857549857549,0.0
carltongibson/django-filter,94.87179487179486,0.0,5.128205128205128,0.0
celery/celery,89.80169971671388,0.0,6.515580736543909,3.6827195467422094
certbot/certbot,98.46625766871165,0.0,0.9202453987730062,0.5847953216374269
chrippa/livestreamer,94.61952026468155,0.0,3.963893249607535,0.9863945578231292
chriskiehl/Gooey,88.29787234042553,0.0,11.702127659574469,0.0
chrissimpkins/codeface,50.0,0.0,0.0,0.0
chrissimpkins/Crunch,41.66666666666667,0.0,6.25,0.0
christabor/flask_jsondash,69.31818181818181,0.0,30.681818181818183,0.0
chyroc/WechatSogou,95.23809523809523,0.0,4.761904761904762,0.0
cloudtools/troposphere,97.81420765027322,0.0,1.8292682926829267,0.0
coala/coala,85.6,0.38910505836575876,13.934426229508196,0.0
codelucas/newspaper,46.30630630630631,44.95495495495496,8.73873873873874,0.0
codertimo/BERT-pytorch,96.66666666666667,0.0,3.3333333333333335,0.0
coleifer/huey,79.59183673469387,0.0,19.586530264279624,0.0
coleifer/peewee,90.27777777777779,0.0,3.0303030303030303,6.25
commonmark/commonmark-spec,100.0,0.0,0.0,0.0
conda/conda,94.26751592356688,0.4405286343612335,3.3333333333333335,1.3392857142857142
cookiecutter/cookiecutter,96.55172413793103,0.0,3.4482758620689653,0.0
cowrie/cowrie,91.71974522292994,0.0,7.926829268292683,0.0
crsmithdev/arrow,90.47619047619048,0.0,5.555555555555555,4.761904761904762
CTFd/CTFd,89.05472636815921,0.0,10.178519168861575,0.0
cupy/cupy,91.65160926030491,0.0,7.233760780386963,0.8928571428571428
d2l-ai/d2l-en,87.5,0.0,0.0,0.0
d2l-ai/d2l-zh,100.0,0.0,0.0,0.0
darknessomi/musicbox,100.0,0.0,0.0,0.0
datawire/ambassador,98.08114035087718,0.0,0.7968253968253969,0.7752403846153846
deepfakes/faceswap,43.956043956043956,0.0,4.945054945054945,1.098901098901099
deepmind/pysc2,98.71794871794873,0.0,0.0,0.0
deepmind/sonnet,100.0,0.0,0.0,0.0
deepmipt/DeepPavlov,82.93515358361775,0.0,16.85823754789272,0.0
deeppomf/DeepCreamPy,100.0,0.0,0.0,0.0
deis/deis,84.7524154589372,7.142857142857142,8.108108108108109,0.0
Delgan/loguru,98.38709677419355,0.0,0.8064516129032258,0.0
DistrictDataLabs/yellowbrick,98.9613142554319,0.0,1.0386857445680975,0.0
django-crispy-forms/django-crispy-forms,87.09677419354838,0.0,12.903225806451612,0.0
django-haystack/django-haystack,90.07633587786259,0.0,9.923664122137405,0.0
django-tastypie/django-tastypie,79.48701298701299,0.0,19.373376623376622,1.1363636363636365
dmlc/dgl,98.51427899410024,0.0,1.3066202090592334,0.20325203252032523
dmlc/gluon-cv,97.91666666666666,0.0,2.083333333333333,0.0
doccano/doccano,76.27118644067797,0.0,23.728813559322035,0.0
docker/compose,84.85705777248361,0.0,8.98876404494382,5.263157894736842
docker/docker-py,92.85714285714286,0.0,3.8095238095238098,3.1746031746031744
donnemartin/gitsome,97.6923076923077,0.0,0.7692307692307693,1.5384615384615385
donnemartin/haxor-news,97.82608695652173,0.0,0.0,2.1739130434782608
donnemartin/saws,100.0,0.0,0.0,0.0
dpkp/kafka-python,91.9349593495935,5.957554686368246,2.1505652620760536,0.0
dschep/ntfy,91.66666666666666,0.0,8.333333333333332,0.0
dylanaraps/pywal,78.94736842105263,0.0,0.0,21.052631578947366
eastlakeside/interpy-zh,25.925925925925924,0.0,0.0,0.0
edgedb/edgedb,96.95290858725761,0.0,0.28328611898017,2.7700831024930745
eliangcs/http-prompt,80.64516129032258,0.0,3.125,16.129032258064516
Eloston/ungoogled-chromium,90.3125,0.0,9.375,0.0
emre/storm,92.3076923076923,0.0,7.6923076923076925,0.0
encode/django-rest-framework,91.91176470588235,0.0,5.147058823529411,2.9197080291970803
encode/httpx,89.79591836734694,0.0,8.16326530612245,2.0408163265306123
encode/uvicorn,87.19918074756785,0.0,12.800819252432156,0.0
EpistasisLab/tpot,97.67441860465115,0.0,0.0,2.3255813953488373
equinusocio/material-theme,0.0,0.0,0.0,0.0
espressif/esptool,84.0,0.0,0.0,16.0
eternnoir/pyTelegramBotAPI,76.19047619047619,19.047619047619047,0.0,4.761904761904762
evhub/coconut,88.57142857142857,0.0,0.0,7.6923076923076925
facebook/chisel,38.095238095238095,61.904761904761905,0.0,0.0
facebook/PathPicker,95.6439393939394,0.0,4.166666666666666,0.0
facebook/prophet,90.27777777777777,0.0,9.722222222222221,0.0
facebookresearch/detectron2,99.0990990990991,0.0,0.9009009009009009,0.0
facebookresearch/mmf,98.49780701754386,0.0,1.5021929824561404,0.0
facebookresearch/pytext,99.4186046511628,0.0,0.5813953488372093,0.0
facebookresearch/pytorch3d,100.0,0.0,0.0,0.0
facebookresearch/visdom,58.57142857142857,0.0,0.0,41.42857142857143
fail2ban/fail2ban,73.93309222423146,26.066907775768534,0.0,0.0
fchollet/deep-learning-models,100.0,0.0,0.0,0.0
FeatureLabs/featuretools,88.50574712643679,0.0,10.638297872340425,0.0
fizyr/keras-retinanet,83.73876255949233,0.0,16.261237440507667,0.0
flairNLP/flair,91.66666666666666,0.0,2.7777777777777777,5.555555555555555
flask-admin/flask-admin,89.55223880597015,0.7092198581560284,9.352517985611511,0.7092198581560284
flask-restful/flask-restful,96.29629629629629,0.0,3.7037037037037033,0.0
fmfn/BayesianOptimization,100.0,0.0,0.0,0.0
freedomofpress/securedrop,89.80891719745223,6.4105198274090816,3.1548566878980893,0.6369426751592357
freqtrade/freqtrade,89.29753914988814,0.0,8.821768707482992,1.6064516129032258
frostming/legit,90.0,0.0,10.0,0.0
Gallopsled/pwntools,69.97267759562843,26.31578947368421,2.4941533562223217,0.5952380952380952
geex-arts/django-jet,80.7017543859649,0.0,19.298245614035086,0.0
geopy/geopy,98.0,1.6954022988505746,0.0,0.0
getpelican/pelican,94.87179487179486,2.564102564102564,2.564102564102564,0.0
getsentry/responses,100.0,0.0,0.0,0.0
gevent/gevent,79.69924812030075,18.115942028985508,0.7407407407407408,1.0869565217391304
golemfactory/golem,76.4179104477612,1.7432646592709984,20.17994858611825,0.49019607843137253
google/clusterfuzz,89.95141712736631,0.0,0.0,0.0
google/python-fire,89.65517241379311,0.0,10.344827586206897,0.0
google/trax,91.4899048503133,0.0,0.0,8.510095149686702
googleapis/google-api-python-client,95.18072289156626,2.4393871783430017,2.4096385542168677,0.0
googleapis/google-cloud-python,93.79310344827586,0.0,5.689655172413794,0.5172413793103449
googlefonts/roboto,43.13725490196079,56.86274509803921,0.0,0.0
googlemaps/google-maps-services-python,100.0,0.0,0.0,0.0
gorakhargosh/watchdog,100.0,0.0,0.0,0.0
graphql-python/graphene-django,82.44274809160305,0.0,16.923076923076923,0.0
graphql-python/graphene,85.99320882852291,0.0,14.00679117147708,0.0
Guake/guake,89.23076923076923,6.666666666666667,4.257246376811594,3.3333333333333335
guardicore/monkey,90.13698630136986,0.0,3.8461538461538463,0.0
gunthercox/ChatterBot,89.20454545454545,0.0,10.795454545454545,0.0
hankcs/HanLP,0.0,0.0,0.0,0.0
hanxiao/bert-as-service,95.34632034632034,0.0,4.653679653679654,0.0
harelba/q,100.0,0.0,0.0,0.0
healthchecks/healthchecks,91.28570690634848,0.0,8.71429309365153,0.0
HelloZeroNet/ZeroNet,50.96931538212677,23.173623461310456,5.704164256795836,20.30075187969925
hhatto/autopep8,60.273972602739725,31.506849315068493,2.73972602739726,5.47945205479452
horovod/horovod,91.36690647482014,0.0,7.194244604316546,1.4388489208633095
hugapi/hug,93.75,0.0,3.8461538461538463,2.3622047244094486
huge-success/sanic,99.57983193277312,0.0,0.0,0.0
huggingface/transformers,97.86585365853658,0.0,0.7692307692307693,0.8888888888888888
hugsy/gef,80.0,0.0,0.0,20.0
hylang/hy,82.91666666666667,0.0,14.642857142857142,2.4404761904761907
HypothesisWorks/hypothesis,99.36102236421725,0.3125,0.0,0.3194888178913738
idealo/imagededup,91.66666666666666,0.0,8.333333333333332,0.0
IDSIA/sacred,83.6734693877551,0.0,1.0204081632653061,14.678899082568808
imWildCat/scylla,95.0,0.0,5.0,0.0
instagrambot/instabot,46.42857142857143,0.0,0.0,52.63157894736842
iodide-project/pyodide,98.55072463768117,0.0,1.4492753623188406,0.0
iperov/DeepFaceLab,94.63589743589742,4.964102564102564,0.0,0.4
ipython/ipython,95.6896551724138,0.0,3.7356321839080464,0.5730659025787965
isocpp/CppCoreGuidelines,37.5,12.5,12.5,29.166666666666664
iterative/dvc,95.22058823529412,0.0,4.676258992805756,0.0
jackzhenguo/python-small-examples,100.0,0.0,0.0,0.0
jakubroztocil/httpie,100.0,0.0,0.0,0.0
jarun/buku,80.0,0.0,9.090909090909092,6.666666666666667
jarun/googler,0.0,100.0,0.0,0.0
jayfk/statuspage,75.0,0.0,25.0,0.0
jazzband/django-debug-toolbar,91.14974937343358,0.0,8.850250626566416,0.0
jazzband/pip-tools,95.25506376594149,0.0,4.59830866807611,0.0
jazzband/tablib,90.9090909090909,0.0,9.090909090909092,0.0
jbarlow83/OCRmyPDF,100.0,0.0,0.0,0.0
jiaaro/pydub,92.3076923076923,0.0,7.6923076923076925,0.0
jisaacks/GitGutter,100.0,0.0,0.0,0.0
jpadilla/django-rest-framework-jwt,95.0,0.0,5.0,0.0
jpadilla/pyjwt,83.97435897435898,0.0,16.025641025641026,0.0
jrnl-org/jrnl,100.0,0.0,0.0,0.0
Jrohy/multi-v2ray,100.0,0.0,0.0,0.0
kemayo/sublime-text-git,100.0,0.0,0.0,0.0
keras-rl/keras-rl,87.66603415559771,0.0,12.333965844402275,0.0
keras-team/autokeras,96.66666666666667,0.0,3.3333333333333335,0.0
keras-team/keras,93.45238095238095,0.0,1.8072289156626504,5.298013245033113
Kinto/kinto,96.15384615384616,0.0,3.79746835443038,0.0
kivy/kivy,97.24550555364708,0.12195121951219512,1.7972060002290164,0.9106600386633527
kivy/python-for-android,96.94317315026697,0.0,2.380952380952381,0.43668954996186116
kovidgoyal/kitty,85.47712418300654,1.1790817034262728,11.269841269841269,1.5443098123069614
Kozea/WeasyPrint,94.25287356321839,0.0,0.0,5.747126436781609
kubernetes-client/python,99.00497512437812,0.13210039630118892,0.0851063829787234,0.7974481658692184
kubernetes-sigs/kubespray,0.0,0.0,0.0,0.0
lancopku/pkuseg-python,95.45454545454545,0.0,4.545454545454546,0.0
lanpa/tensorboardX,61.19402985074627,0.0,2.857142857142857,35.82089552238806
laramies/theHarvester,92.7536231884058,0.0,4.3478260869565215,2.666666666666667
LazoCoder/Pokemon-Terminal,97.14285714285714,0.0,2.857142857142857,0.0
lektor/lektor,96.875,0.0,1.5625,1.5625
liangliangyy/DjangoBlog,84.79636763896532,0.0,15.203632361034675,0.0
librosa/librosa,100.0,0.0,0.0,0.0
littlecodersh/ItChat,94.44444444444444,0.0,5.555555555555555,0.0
lmcinnes/umap,95.0,0.0,5.0,0.0
localstack/localstack,73.80164951821004,0.0,25.0,0.0
locustio/locust,94.20289855072464,0.0,5.454545454545454,0.0
LonamiWebs/Telethon,100.0,0.0,0.0,0.0
lra/mackup,100.0,0.0,0.0,0.0
lutris/lutris,98.38709677419355,0.0,0.78125,0.0
lyst/lightfm,94.11764705882352,0.0,5.88235294117647,0.0
madmaze/pytesseract,100.0,0.0,0.0,0.0
magenta/magenta,99.13419913419914,0.0,0.0,0.7731958762886598
MagicStack/asyncpg,97.77777777777777,0.0,2.2222222222222223,0.0
MagicStack/uvloop,100.0,0.0,0.0,0.0
mahmoud/boltons,92.3076923076923,3.125,3.125,1.5625
mail-in-a-box/mailinabox,100.0,0.0,0.0,0.0
mailpile/Mailpile,57.207207207207205,38.288288288288285,1.8018018018018018,2.6787849796699357
mantl/mantl,63.63636363636363,36.36363636363637,0.0,0.0
matrix-org/synapse,86.1372840730639,11.009174311926607,2.834008097165992,0.0
matterport/Mask_RCNN,100.0,0.0,0.0,0.0
MechanicalSoup/MechanicalSoup,100.0,0.0,0.0,0.0
meolu/walle-web,0.0,0.0,0.0,0.0
mesonbuild/meson,92.41706161137441,0.0,1.7793594306049825,6.046511627906977
mherrmann/fbs,88.23529411764706,3.278688524590164,8.823529411764707,0.0
micahflee/onionshare,93.10344827586206,3.4482758620689653,1.1235955056179776,1.3157894736842104
michael-lazar/rtv,100.0,0.0,0.0,0.0
microsoft/botframework-sdk,0.0,0.0,0.0,0.0
microsoft/cascadia-code,100.0,0.0,0.0,0.0
microsoft/nlp-recipes,92.03539823008849,0.0,7.964601769911504,0.0
microsoft/nni,91.9773911507551,0.0,8.0226088492449,0.0
mindsdb/mindsdb,73.17228226319136,0.7352941176470588,25.58337384540593,0.0
mingrammer/diagrams,98.95833333333334,0.0,1.0416666666666665,0.0
minimaxir/textgenrnn,100.0,0.0,0.0,0.0
mininet/mininet,70.11494252873564,28.735632183908045,0.0,1.1494252873563218
Miserlou/Zappa,85.71428571428571,0.0,8.571428571428571,5.714285714285714
mitmproxy/mitmproxy,92.64990328820116,0.6741573033707865,5.842696629213483,0.4056795131845842
mlflow/mlflow,89.23512747875354,0.0,10.48158640226629,0.0
modin-project/modin,79.72972972972973,0.0,15.11627906976744,4.6875
mongodb/mongo-python-driver,97.03052305089525,0.0,0.6097560975609756,2.375581559283801
MongoEngine/mongoengine,87.93103448275862,1.7241379310344827,0.0,8.333333333333332
mopidy/mopidy,97.38562091503267,0.6535947712418301,1.9607843137254901,0.0
MrS0m30n3/youtube-dl-gui,78.57142857142857,21.428571428571427,0.0,0.0
msiemens/tinydb,90.0,5.0,5.0,0.0
mstamy2/PyPDF2,75.0,6.25,6.25,12.5
mwaskom/seaborn,94.4949494949495,0.0,2.631578947368421,2.7587519025875187
mwouts/jupytext,95.02475247524752,3.902439024390244,0.7874015748031495,0.4608294930875576
MycroftAI/mycroft-core,85.88957055214725,4.761904761904762,8.813660599374884,0.8333333333333334
nameko/nameko,91.66608792277242,0.0,8.19672131147541,0.0
nbedos/termtosvg,85.71428571428571,0.0,14.285714285714285,0.0
NervanaSystems/neon,94.74624813838926,0.0,1.6304347826086956,2.82258064516129
netbox-community/netbox,87.25705329153604,0.0,12.322169059011163,0.3683853459972863
Netflix/metaflow,90.0,0.0,3.0,7.000000000000001
Netflix/security_monkey,81.20435120435121,3.768328445747801,4.604796367248475,10.083394866003562
networkx/networkx,99.27007299270073,0.0,0.3115264797507788,0.36496350364963503
nficano/pytube,87.5,0.0,12.5,0.0
nicolargo/glances,95.83333333333334,0.0,4.166666666666666,0.0
nl8590687/ASRT_SpeechRecognition,100.0,0.0,0.0,0.0
NTMC-Community/MatchZoo,79.73342447026658,0.0,2.802460697197539,17.464114832535884
NullArray/AutoSploit,66.66666666666666,0.0,31.57894736842105,0.0
nvbn/thefuck,97.42765273311898,0.0,2.572347266881029,0.0
nvdv/vprof,86.66666666666667,0.0,13.333333333333334,0.0
nylas/sync-engine,82.54545454545455,11.636363636363637,5.818181818181818,0.0
OctoPrint/OctoPrint,89.375,5.131578947368421,0.9433962264150944,4.789046121593292
offu/WeRoBot,94.44444444444444,0.0,1.6129032258064515,2.744107744107744
OlafenwaMoses/ImageAI,63.1578947368421,0.0,11.842105263157894,25.0
OmkarPathak/pygorithm,97.61904761904762,0.0,1.6129032258064515,0.0
openai/gym,78.51851851851852,2.8169014084507045,5.660377358490567,13.333333333333334
openai/universe,83.40579710144928,0.8733790999237223,2.6201372997711667,13.100686498855834
OpenDroneMap/ODM,69.56521739130434,21.73913043478261,6.25,0.0
OpenMined/PySyft,86.60714285714286,0.0,13.392857142857142,0.0
OpenNMT/OpenNMT-py,98.71794871794873,0.0,1.282051282051282,0.0
orakaro/rainbowstream,61.53846153846154,0.0,7.6923076923076925,30.76923076923077
p-e-w/maybe,80.0,0.0,20.0,0.0
PaddlePaddle/ERNIE,72.35412474849095,0.0,10.615079365079364,17.51984126984127
PaddlePaddle/models,91.85905224787363,0.9189640768588136,7.524271844660194,0.0
pallets/click,94.91525423728814,0.0,3.389830508474576,1.694915254237288
pallets/flask-sqlalchemy,100.0,0.0,0.0,0.0
pallets/flask,92.95774647887323,0.0,4.225352112676056,2.8169014084507045
pallets/jinja,82.6086956521739,11.594202898550725,1.4492753623188406,4.3478260869565215
pallets/werkzeug,92.51700680272108,0.0,3.4013605442176873,4.10958904109589
pandolia/qqbot,70.37037037037037,28.57142857142857,0.0,0.0
pirate/ArchiveBox,90.9090909090909,0.0,9.090909090909092,0.0
platformio/platformio-core,90.0,9.75609756097561,0.0,0.0
plotly/dash,97.26027397260275,0.0,2.73972602739726,0.0
PokemonGoF/PokemonGo-Bot,88.57142857142857,5.714285714285714,4.761904761904762,0.9615384615384616
posativ/isso,100.0,0.0,0.0,0.0
postmanlabs/httpbin,100.0,0.0,0.0,0.0
powerline/powerline,94.31098964326813,0.0,5.074018450976186,0.6349270337821495
pre-commit/pre-commit,89.7196261682243,0.0,10.2803738317757,0.0
PrefectHQ/prefect,92.05479452054794,0.0,6.027397260273973,1.8870118074477749
pritunl/pritunl,89.6103896103896,8.51063829787234,0.0,1.7241379310344827
PyCQA/pycodestyle,67.5,25.0,5.0,2.5
pydanny/cookiecutter-django,65.95744680851064,22.727272727272727,10.638297872340425,0.0
PyGithub/PyGithub,95.67567567567568,3.2432432432432434,0.0,1.183431952662722
pymc-devs/pymc3,95.78313253012048,0.0,1.2345679012345678,0.6578947368421052
pypa/virtualenv,90.47619047619048,0.0,4.761904761904762,4.761904761904762
pytest-dev/pytest,88.11881188118812,0.49504950495049505,4.455445544554455,6.9306930693069315
python-attrs/attrs,90.9814323607427,0.0,3.7749287749287745,5.371352785145889
python-pillow/Pillow,99.25368978000557,0.0,0.0,0.7463102199944305
python-poetry/poetry,84.71074380165288,0.0,15.289256198347106,0.0
python-telegram-bot/python-telegram-bot,96.29629629629629,0.0,3.174653165992158,0.0
python-visualization/folium,100.0,0.0,0.0,0.0
pytorch/fairseq,94.65081019615275,3.36812788696676,2.2160834868017187,0.0
pytorch/ignite,95.0651089205306,0.0,4.934891079469393,0.0
PyTorchLightning/pytorch-lightning,91.0828025477707,0.0,8.9171974522293,0.0
pytransitions/transitions,95.23809523809523,0.0,4.761904761904762,0.0
QingdaoU/OnlineJudge,85.40497896213184,2.162225338943432,12.432795698924732,0.0
Qiskit/qiskit-terra,97.63779527559055,0.0,1.574803149606299,0.8064516129032258
Qix-/better-exceptions,67.5438596491228,0.0,0.0,32.45614035087719
qiyeboy/IPProxyPool,93.54838709677419,6.451612903225806,0.0,0.0
quantopian/zipline,94.55252918287937,0.4975124378109453,4.435483870967742,0.36900369003690037
r0oth3x49/udemy-dl,88.23529411764706,0.0,0.0,11.76470588235294
RaRe-Technologies/gensim,98.05825242718447,0.0,1.0526315789473684,0.9708737864077669
RasaHQ/rasa,89.08045977011494,0.0,10.919540229885058,0.0
rasbt/mlxtend,86.45161290322581,0.0,0.0,13.548387096774196
ray-project/ray,92.59695045291899,0.0,6.439740820734341,0.7117437722419928
ReactiveX/RxPY,97.70992366412213,0.228310502283105,1.891891891891892,0.0
ReFirmLabs/binwalk,97.22430607651913,0.0,2.77569392348087,0.0
reorx/httpstat,100.0,0.0,0.0,0.0
ritiek/spotify-downloader,91.30434782608695,0.0,8.695652173913043,0.0
robinhood/faust,0,0,0,0
robotframework/robotframework,86.72413793103448,2.413793103448276,0.6688963210702341,10.172413793103448
rougier/numpy-100,0.0,0.0,0.0,0.0
rq/rq,96.07692307692308,0.0,3.9230769230769234,0.0
rsms/inter,74.28571428571429,25.71428571428571,0.0,0.0
rusty1s/pytorch_geometric,100.0,0.0,0.0,0.0
rwightman/pytorch-image-models,100.0,0.0,0.0,0.0
s0md3v/Photon,100.0,0.0,0.0,0.0
s0md3v/XSStrike,100.0,0.0,0.0,0.0
s3tools/s3cmd,96.0,0.0,0.0,4.0
samuelcolvin/pydantic,89.6103896103896,0.0,1.3888888888888888,9.090909090909092
samuelhwilliams/Eel,100.0,0.0,0.0,0.0
santinic/pampy,88.88888888888889,0.0,11.11111111111111,0.0
satwikkansal/wtfpython,62.5,22.916666666666664,14.583333333333332,0.0
saulpw/visidata,40.75,30.641025641025642,4.880952380952381,12.25
scikit-image/scikit-image,98.68838565187664,0.0,1.108945672511986,0.19120458891013384
scikit-learn-contrib/imbalanced-learn,88.03418803418803,5.128205128205128,6.837606837606838,0.0
scrapy/scrapy,95.54140127388536,0.0,4.45859872611465,0.0
sdispater/pendulum,98.85057471264368,0.0,0.5747126436781609,0.7352941176470588
seatgeek/fuzzywuzzy,88.88888888888889,11.11111111111111,0.0,0.0
sebastianruder/NLP-progress,100.0,0.0,0.0,0.0
seemoo-lab/opendrop,94.44444444444444,0.0,0.0,5.555555555555555
shenweichen/DeepCTR,94.36619718309859,0.0,5.633802816901409,0.0
shobrook/rebound,75.0,0.0,25.0,0.0
simonw/datasette,91.17647058823529,0.0,6.0,2.1739130434782608
SirVer/ultisnips,97.46835443037975,1.2658227848101267,1.2658227848101267,0.0
sivel/speedtest-cli,66.66666666666666,0.0,0.0,33.33333333333333
skorch-dev/skorch,96.42857142857143,0.0,1.7857142857142856,1.7857142857142856
slackapi/python-slackclient,100.0,0.0,0.0,0.0
sloria/TextBlob,93.72693726937268,0.0,1.8450184501845017,4.428044280442804
smacke/ffsubsync,100.0,0.0,0.0,0.0
snare/voltron,88.46153846153845,1.9230769230769231,9.615384615384617,0.0
snipsco/snips-nlu,94.3820224719101,0.0,5.617977528089887,0.0
snorkel-team/snorkel,83.44827586206897,0.0,15.753424657534246,0.0
soimort/you-get,88.70967741935483,0.0,10.483870967741936,0.8
spotify/luigi,98.12645342459743,0.0,0.4640396210163652,1.3283699059561127
spyoungtech/grequests,100.0,0.0,0.0,0.0
sripathikrishnan/redis-rdb-tools,89.73684210526315,0.0,5.131578947368421,5.131578947368421
StackStorm/st2,82.99681369856066,1.4469453376205788,15.286569922554,0.0
stamparm/maltrail,97.72727272727273,0.0,1.0638297872340425,1.0869565217391304
StevenBlack/hosts,75.0,0.0,0.0,25.0
streamlink/streamlink,98.09339525283798,0.14705882352941177,1.1730306157550738,0.5440567711413364
SublimeText-Markdown/MarkdownEditing,100.0,0.0,0.0,0.0
taoufik07/responder,92.0,0.0,8.0,0.0
tensorflow/cleverhans,88.23051948051949,0.0,5.23230568823274,5.742509769865393
tensorflow/tensor2tensor,99.46808510638297,0.0,0.0,0.5154639175257731
tensorflow/tensorboard,100.0,0.0,0.0,0.0
tensorforce/tensorforce,98.57977437550363,0.0,0.7067932067932068,0.3125
tensorlayer/tensorlayer,98.09523809523809,0.0,1.4285714285714286,0.45835955527585487
tensorpack/tensorpack,96.56652360515021,3.004291845493562,0.4291845493562232,0.0
tflearn/tflearn,98.91304347826086,0.0,1.0204081632653061,0.0
tgalal/yowsup,98.5239852398524,0.7092198581560284,0.7380073800738007,0.0
the0demiurge/ShadowSocksShare,90.38461538461539,0.0,5.769230769230769,3.8461538461538463
timofurrer/maya,90.0,0.0,10.0,0.0
timothycrosley/isort,88.88888888888889,0.0,0.0,11.11111111111111
tmux-python/tmuxp,100.0,0.0,0.0,0.0
tqdm/tqdm,92.85714285714286,0.0,3.4482758620689653,3.8461538461538463
trailofbits/algo,100.0,0.0,0.0,0.0
Tribler/tribler,94.15967987804878,2.1551724137931036,1.0775862068965518,0.8734290672616665
tweepy/tweepy,88.46153846153845,7.6923076923076925,3.8461538461538463,0.0
twintproject/twint,100.0,0.0,0.0,0.0
tzutalin/labelImg,73.71428571428572,0.0,8.761904761904763,17.523809523809526
uber/ludwig,92.04749679075738,0.0,5.680359435173299,2.094298245614035
Uberi/speech_recognition,33.33333333333333,0.0,0.0,66.66666666666666
ubuntu/microk8s,80.55555555555556,0.0,19.444444444444446,0.0
ufoym/deepo,45.65217391304348,0.0,4.3478260869565215,0.0
vaexio/vaex,52.687930518119195,42.57262653489069,2.687180941576858,2.5778850372970603
wangshub/wechat_jump_game,100.0,0.0,0.0,0.0
webpy/webpy,83.87096774193549,0.0,6.451612903225806,9.67741935483871
what-studio/profiling,96.10194902548726,3.8980509745127434,0.0,0.0
wifiphisher/wifiphisher,69.71153846153847,16.346153846153847,11.607142857142858,0.0
